sensor,time,acc_x,acc_y,acc_z,trial_status
Sensor_0x53,35625,4.985,0.499,22.422,
Sensor_0x53,35661,-3.255,-2.331,-17.668,
Sensor_0x53,35694,-0.975,-1.231,3.122,
Sensor_0x53,35731,0.825,-0.991,9.092,
Sensor_0x53,35764,-2.785,-2.401,-19.158,
Sensor_0x53,35799,3.885,-0.291,17.562,
Sensor_0x53,35835,-1.685,-1.781,-10.128,
Sensor_0x53,35869,-0.505,-1.621,-0.958,
Sensor_0x53,35905,2.475,-0.521,11.132,
Sensor_0x53,35939,-1.365,-2.331,-16.328,
Sensor_0x53,35973,3.105,-0.361,12.622,
Sensor_0x53,36009,-0.505,-2.011,-5.348,
Sensor_0x53,36044,-0.505,0.339,-3.778,
Sensor_0x53,36079,2.865,-0.681,11.202,
Sensor_0x53,36114,-2.545,-5.071,-11.228,
Sensor_0x53,36148,3.025,-0.211,9.092,
Sensor_0x53,36184,0.435,-0.361,-3.538,
Sensor_0x53,36218,-0.035,-0.441,-6.208,
