sensor,time,acc_x,acc_y,acc_z,trial_status
Sensor_0x53,620069,0.105,0.116,-0.2,
Sensor_0x1D,620089,-10.182,5.749,-37.942,
Sensor_0x53,620102,-0.295,-0.124,0.12,
Sensor_0x1D,620123,7.398,-8.451,11.008,
Sensor_0x53,620136,0.575,0.116,0.12,
Sensor_0x1D,620156,2.848,3.159,20.498,
Sensor_0x53,620170,0.335,0.116,-0.28,
Sensor_0x1D,620189,-11.902,7.789,-35.042,
Sensor_0x53,620203,0.255,-0.194,-0.04,
Sensor_0x1D,620223,4.888,-6.731,-3.742,
Sensor_0x53,620238,0.105,-0.194,0.04,
Sensor_0x1D,620256,6.298,-1.311,33.058,
Sensor_0x53,620271,-0.135,-0.044,-0.04,
Sensor_0x1D,620290,-10.882,8.649,-25.312,
Sensor_0x53,620305,0.105,0.196,0.12,
Sensor_0x1D,620323,0.178,-3.041,-18.252,
Sensor_0x53,620338,0.105,-0.044,-0.12,
Sensor_0x1D,620357,8.498,-5.471,37.918,
Sensor_0x53,620373,-0.215,-0.044,-0.12,
Sensor_0x1D,620390,-7.902,8.259,-11.822,
Sensor_0x53,620405,0.025,0.196,0.27,
Sensor_0x1D,620424,-4.682,1.829,-30.412,
Sensor_0x53,620440,-0.055,-0.274,-0.04,
Sensor_0x1D,620457,9.588,-8.221,34.938,
Sensor_0x53,620474,0.255,-0.194,-0.04,
Sensor_0x1D,620491,-3.192,6.689,2.378,
Sensor_0x53,620507,0.255,-0.354,-0.04,
Sensor_0x1D,620524,-6.412,2.609,-33.322,
Sensor_0x53,620542,-0.295,-0.194,-0.2,
Sensor_0x1D,620558,9.358,-9.941,25.448,
Sensor_0x53,620575,-0.055,-0.044,0.04,
Sensor_0x1D,620591,1.828,3.789,16.498,
Sensor_0x53,620609,0.415,0.116,0.04,
Sensor_0x1D,620625,-12.452,6.849,-36.772,
Sensor_0x53,620642,-0.055,0.036,0.27,
Sensor_0x1D,620658,7.548,-9.311,11.088,
Sensor_0x53,620676,0.025,-0.124,0.12,
Sensor_0x1D,620691,2.608,3.549,20.658,
Sensor_0x53,620710,-0.055,-0.274,-0.28,
Sensor_0x1D,620725,-12.842,6.689,-34.812,
Sensor_0x53,620744,0.105,0.116,0.04,
Sensor_0x1D,620758,7.238,-8.761,7.008,
Sensor_0x53,620777,0.025,0.116,0.19,
Sensor_0x1D,620792,7.008,0.019,32.978,
Sensor_0x53,620811,-0.055,0.116,0.04,
Sensor_0x1D,620825,-11.512,8.259,-25.162,
Sensor_0x53,620844,0.255,0.196,-0.04,
Sensor_0x1D,620859,0.098,-3.191,-18.962,
Sensor_0x53,620879,0.175,0.036,0.04,
Sensor_0x1D,620892,9.118,-4.211,37.608,
Sensor_0x53,620912,0.025,0.196,-0.36,
Sensor_0x1D,620926,-7.672,7.949,-11.512,
Sensor_0x53,620946,0.255,-0.194,-0.04,
Sensor_0x1D,620959,-5.392,0.569,-30.882,
Sensor_0x53,620980,0.105,0.116,0.27,
Sensor_0x1D,620991,-0.602,5.119,12.888,
Sensor_0x53,621014,0.025,0.116,0.19,
Sensor_0x1D,621025,-11.672,5.749,-37.322,
Sensor_0x53,621049,0.025,0.116,0.04,
Sensor_0x1D,621058,7.238,-7.821,3.638,
Sensor_0x53,621082,-0.135,-0.124,0.04,
Sensor_0x1D,621092,3.548,1.669,27.248,
Sensor_0x53,621116,-0.055,-0.044,0.12,
Sensor_0x1D,621125,-11.592,7.869,-22.412,
Sensor_0x53,621149,0.025,0.356,0.35,
Sensor_0x53,621183,-0.055,-0.044,-0.2,
Sensor_0x53,621216,0.335,0.116,-0.2,
Sensor_0x53,621251,-0.055,-0.194,-0.2,
Sensor_0x53,621285,-0.055,-0.124,0.19,
Sensor_0x53,621319,0.175,0.356,-0.04,
Sensor_0x53,621353,0.255,0.116,0.12,
Sensor_0x53,621386,0.255,0.196,0.04,
Sensor_0x53,621421,0.255,-0.124,0.35,
Sensor_0x53,621454,0.255,0.116,0.19,
Sensor_0x53,621488,0.175,0.036,-0.04,
Sensor_0x53,621521,0.575,0.196,0.12,
Sensor_0x53,621556,0.025,0.036,-0.36,
Sensor_0x53,621589,0.105,0.356,0.12,
Sensor_0x53,621623,0.255,0.036,0.12,
Sensor_0x53,621656,0.575,0.116,0.51,
Sensor_0x53,621690,-0.055,0.356,0.19,
Sensor_0x53,621725,0.025,-0.044,0.04,
Sensor_0x53,621758,0.025,0.116,-0.28,
Sensor_0x53,621792,0.415,0.116,0.43,
Sensor_0x53,621825,-0.135,-0.194,-0.12,
Sensor_0x53,621860,-0.055,-0.124,-0.04,
Sensor_0x53,621893,-0.604,-0.274,-0.2,
Sensor_0x53,621927,0.105,-0.194,-0.04,
Sensor_0x53,621961,0.025,-0.044,-0.04,
Sensor_0x53,621995,-0.215,-0.124,-0.2,
Sensor_0x53,622028,-0.135,-0.124,0.04,
Sensor_0x53,622063,0.025,-0.194,0.04,
Sensor_0x53,622097,-0.215,-0.194,0.04,
Sensor_0x53,622130,-0.375,-0.194,-0.04,
Sensor_0x53,622164,0.105,0.116,0.43,
Sensor_0x53,622197,0.255,0.116,-0.2,
Sensor_0x53,622232,0.025,0.116,0.35,
Sensor_0x53,622265,0.025,-0.274,0.19,
Sensor_0x53,622299,0.335,0.116,-0.04,
Sensor_0x53,622332,-0.295,-0.044,0.04,
Sensor_0x53,622367,0.175,-0.124,0.12,
Sensor_0x53,622401,-0.135,-0.044,0.04,
Sensor_0x53,622434,0.025,-0.044,-0.2,
Sensor_0x53,622469,-0.055,0.116,-0.12,
Sensor_0x53,622502,0.415,0.116,0.12,
Sensor_0x53,622536,-0.055,0.116,-0.12,
Sensor_0x53,622569,0.105,0.116,0.12,
Sensor_0x53,622604,0.105,0.116,-0.36,
Sensor_0x53,622637,0.335,0.116,0.04,
Sensor_0x53,622671,-0.055,0.036,0.04,
Sensor_0x53,622704,-0.055,-0.044,-0.04,
Sensor_0x53,622739,0.025,0.116,-0.2,
Sensor_0x53,622772,-0.055,-0.044,0.04,
Sensor_0x53,622806,0.025,-0.044,0.04,
Sensor_0x53,622841,-0.135,-0.124,0.12,
Sensor_0x53,622874,0.415,-0.194,-0.28,
Sensor_0x53,622908,-0.055,0.116,0.19,
Sensor_0x53,622941,0.025,0.116,-0.04,
Sensor_0x53,622976,-0.055,-0.124,0.12,
Sensor_0x53,623010,-0.055,0.116,0.04,
Sensor_0x53,623044,-0.215,0.116,-0.04,
Sensor_0x53,623078,-0.055,-0.124,0.04,
Sensor_0x53,623111,0.025,0.116,0.43,
Sensor_0x53,623146,-0.375,-0.274,0.12,
Sensor_0x53,623178,-0.055,0.116,0.04,
Sensor_0x53,623213,-0.055,0.116,-0.04,
Sensor_0x53,623246,0.175,0.196,0.19,
Sensor_0x53,623281,0.335,0.116,-0.43,
Sensor_0x53,623314,-0.135,0.036,-0.04,
Sensor_0x53,623348,0.255,0.116,-0.04,
Sensor_0x53,623381,0.575,0.116,0.19,
Sensor_0x53,623415,0.255,0.276,-0.28,
Sensor_0x53,623450,0.335,0.116,0.51,
Sensor_0x53,623483,-0.295,0.036,0.43,
Sensor_0x53,623517,-0.295,-0.194,-0.28,
Sensor_0x53,623550,-0.215,-0.044,0.35,
Sensor_0x53,623585,-0.055,-0.044,0.12,
Sensor_0x53,623618,-0.295,-0.194,-0.04,
Sensor_0x53,623652,0.025,-0.194,-0.04,
Sensor_0x53,623685,0.335,-0.744,-0.36,
Sensor_0x53,623719,0.105,0.036,0.19,
Sensor_0x53,623752,0.105,0.116,0.12,
Sensor_0x53,623787,-0.135,-0.124,0.51,
Sensor_0x53,623820,0.495,0.116,0.43,
Sensor_0x53,623854,0.335,0.116,-0.04,
Sensor_0x53,623889,0.105,0.116,0.35,
Sensor_0x53,623922,-0.135,-0.194,-0.04,
Sensor_0x53,623956,-0.055,-0.044,0.19,
Sensor_0x53,623990,-0.135,0.116,-0.04,
Sensor_0x53,624024,-0.135,-0.044,0.04,
Sensor_0x53,624057,-0.055,0.116,0.12,
Sensor_0x53,624092,0.025,-0.194,-0.2,
Sensor_0x53,624125,0.105,0.116,0.51,
Sensor_0x53,624159,-0.055,0.116,0.35,
Sensor_0x53,624192,0.175,-0.124,0.04,
Sensor_0x53,624227,0.105,-0.044,0.43,
Sensor_0x53,624261,0.105,0.116,-0.2,
Sensor_0x53,624294,-0.055,0.356,0.27,
Sensor_0x53,624328,-0.135,-0.194,0.04,
Sensor_0x53,624361,0.105,0.356,0.19,
Sensor_0x53,624395,0.495,0.116,0.04,
