sensor,time,acc_x,acc_y,acc_z,trial_status
Sensor_0x53,79365328,-0.008,-0.018,0.21,
Sensor_0x1D,79366044,-0.191,0.022,0.169,
Sensor_0x53,79366358,0.148,0.139,-0.339,
Sensor_0x1D,79367234,-0.113,-0.056,0.169,
Sensor_0x53,79367394,-0.008,0.374,0.288,
Sensor_0x1D,79368390,-0.113,-0.056,-0.067,
Sensor_0x53,79368423,-0.322,-0.097,0.053,
Sensor_0x53,79369471,-0.008,0.374,0.053,
Sensor_0x1D,79369535,0.044,0.1,0.404,
Sensor_0x53,79370537,-0.322,-0.097,-0.104,
Sensor_0x1D,79370683,-0.113,0.1,0.169,
Sensor_0x53,79371571,-0.008,0.139,0.21,
Sensor_0x1D,79371846,-0.27,0.1,-0.067,
Sensor_0x53,79372600,0.148,-0.332,-0.182,
Sensor_0x1D,79373042,0.044,-0.135,-0.145,
Sensor_0x53,79373634,0.07,0.139,-0.025,
Sensor_0x1D,79374227,-0.113,-0.135,0.09,
Sensor_0x53,79374661,-0.087,-0.097,-0.104,
Sensor_0x1D,79375414,-0.27,0.1,0.169,
Sensor_0x53,79375696,-0.322,0.06,-0.025,
Sensor_0x1D,79376614,-0.113,0.022,0.169,
Sensor_0x53,79376731,-0.008,-0.175,-0.025,
Sensor_0x1D,79377755,-0.035,0.022,0.482,
Sensor_0x53,79377764,-0.479,-0.175,0.053,
Sensor_0x53,79378794,0.305,0.139,-0.025,
Sensor_0x1D,79378902,-0.113,0.1,0.169,
Sensor_0x53,79379830,0.305,-0.175,0.131,
Sensor_0x1D,79380040,-0.191,0.1,0.169,
Sensor_0x53,79380861,0.148,0.06,-0.182,
Sensor_0x1D,79381210,-0.191,0.1,0.169,
Sensor_0x53,79381894,-0.165,-0.018,0.053,
Sensor_0x1D,79382390,0.201,-0.292,-0.067,
Sensor_0x53,79382927,-0.244,-0.175,-0.104,
Sensor_0x1D,79383601,-0.035,-0.135,-0.067,
Sensor_0x53,79383959,-0.008,-0.097,0.445,
Sensor_0x1D,79384785,-0.113,0.022,0.247,
Sensor_0x53,79384992,-0.008,-0.332,-0.339,
Sensor_0x1D,79385935,-0.113,0.1,0.09,
Sensor_0x53,79386031,0.227,-0.018,0.21,
Sensor_0x53,79387059,-0.008,-0.097,-0.025,
Sensor_0x1D,79387073,0.044,0.1,-0.067,
Sensor_0x53,79388093,-0.008,0.295,-0.025,
Sensor_0x1D,79388214,-0.035,0.022,0.796,
Sensor_0x53,79389124,-0.087,0.06,-0.025,
Sensor_0x1D,79389377,0.201,0.022,-0.067,
Sensor_0x53,79390158,0.148,-0.254,-0.104,
Sensor_0x1D,79390542,-0.191,0.022,-0.067,
Sensor_0x53,79391194,-0.087,-0.018,0.053,
Sensor_0x1D,79391711,-0.113,0.022,-0.067,
Sensor_0x53,79392234,-0.165,-0.254,0.21,
Sensor_0x1D,79392866,-0.035,0.022,0.012,
Sensor_0x53,79393264,-0.165,0.374,0.21,
Sensor_0x1D,79394044,0.122,0.022,-0.067,
Sensor_0x53,79394298,-0.322,-0.097,-0.025,
Sensor_0x1D,79395234,-0.191,0.1,-0.067,
Sensor_0x53,79395330,-0.165,0.217,0.288,
Sensor_0x53,79396363,-0.322,0.06,0.21,
Sensor_0x1D,79396390,0.515,-0.292,0.09,
Sensor_0x53,79397392,0.227,-0.175,-0.261,
Sensor_0x1D,79397535,-0.035,0.1,0.012,
Sensor_0x53,79398427,0.07,-0.018,0.053,
Sensor_0x1D,79398683,-0.113,0.022,0.012,
Sensor_0x53,79399500,0.07,-0.018,-0.104,
Sensor_0x1D,79399846,-0.191,-0.056,-0.067,
Sensor_0x53,79400534,-0.165,0.06,0.053,
Sensor_0x1D,79401042,-0.27,-0.056,0.09,
Sensor_0x53,79401566,-0.087,-0.097,0.445,
Sensor_0x1D,79402227,0.044,0.022,-0.067,
Sensor_0x53,79402599,-0.008,0.06,-0.025,
Sensor_0x1D,79403414,-0.035,0.1,-0.067,
Sensor_0x53,79403625,-0.087,0.295,-0.339,
Sensor_0x1D,79404614,-0.113,0.022,0.012,
Sensor_0x53,79404659,-0.087,0.06,0.367,
Sensor_0x53,79405687,0.07,-0.097,-0.025,
Sensor_0x1D,79405755,0.122,-0.056,-0.145,
Sensor_0x53,79406726,0.305,0.139,-0.339,
Sensor_0x1D,79406902,-0.113,0.1,-0.067,
Sensor_0x53,79407760,-0.165,-0.097,-0.025,
Sensor_0x1D,79408040,0.358,0.022,-0.067,
Sensor_0x53,79408794,-0.322,-0.254,-0.182,
Sensor_0x1D,79409210,-0.035,-0.135,-0.067,
Sensor_0x53,79409824,-0.165,-0.175,0.524,
Sensor_0x1D,79410390,0.044,0.336,-0.067,
Sensor_0x53,79410860,-0.008,0.06,-0.418,
Sensor_0x1D,79411601,0.044,0.1,-0.067,
Sensor_0x53,79411889,0.541,0.217,0.21,
Sensor_0x1D,79412785,0.122,0.022,-0.067,
Sensor_0x53,79412923,-0.008,-0.175,-0.182,
Sensor_0x1D,79413935,-0.035,0.022,-0.067,
Sensor_0x53,79413956,0.07,0.06,-0.182,
Sensor_0x53,79414995,-0.008,0.139,-0.104,
Sensor_0x1D,79415073,0.122,0.022,0.169,
Sensor_0x53,79416027,0.07,-0.254,-0.104,
Sensor_0x1D,79416214,-0.035,0.022,-0.145,
Sensor_0x53,79417063,-0.008,0.06,-0.025,
Sensor_0x1D,79417375,0.044,0.414,-0.067,
Sensor_0x53,79418093,0.462,0.295,-0.261,
Sensor_0x1D,79418524,-0.113,-0.056,0.169,
Sensor_0x53,79419126,-0.008,0.139,0.053,
Sensor_0x1D,79419709,-0.035,0.1,0.169,
Sensor_0x53,79420199,0.227,0.295,-0.418,
Sensor_0x1D,79420866,0.044,0.1,-0.067,
Sensor_0x53,79421236,0.305,0.374,0.21,
Sensor_0x1D,79422044,-0.035,0.1,-0.067,
Sensor_0x53,79422267,-0.322,-0.175,-0.025,
Sensor_0x1D,79423234,-0.191,0.1,-0.459,
Sensor_0x53,79423303,-0.008,-0.018,0.21,
Sensor_0x53,79424333,-0.322,0.06,-0.104,
Sensor_0x1D,79424390,0.044,0.022,0.169,
Sensor_0x53,79425365,-0.008,0.06,-0.025,
Sensor_0x1D,79425534,0.122,-0.135,-0.224,
Sensor_0x53,79426397,-0.008,-0.097,-0.261,
Sensor_0x1D,79426683,0.122,0.1,0.169,
Sensor_0x53,79427431,-0.165,-0.097,0.053,
Sensor_0x1D,79427846,0.044,0.1,0.012,
Sensor_0x53,79428468,-0.008,0.06,0.367,
Sensor_0x1D,79429042,0.122,0.179,-0.067,
Sensor_0x53,79429512,0.227,-0.332,-0.339,
Sensor_0x1D,79430227,-0.035,0.022,-0.067,
Sensor_0x53,79430540,-0.087,0.295,0.053,
Sensor_0x1D,79431413,-0.113,-0.056,0.169,
Sensor_0x53,79431575,-0.165,-0.175,0.21,
Sensor_0x53,79432608,-0.008,0.139,-0.025,
Sensor_0x1D,79432614,-0.113,0.1,-0.067,
Sensor_0x53,79433638,-0.244,0.139,0.367,
Sensor_0x1D,79433755,-0.035,0.1,0.09,
Sensor_0x53,79434666,-0.244,-0.175,-0.104,
Sensor_0x1D,79434902,-0.113,-0.213,0.012,
Sensor_0x53,79435703,-0.008,0.06,0.053,
Sensor_0x1D,79436040,-0.191,0.022,-0.067,
Sensor_0x53,79436734,0.148,-0.097,-0.732,
Sensor_0x1D,79437210,0.044,-0.056,0.012,
Sensor_0x53,79437766,-0.087,0.688,0.21,
Sensor_0x1D,79438390,-0.035,0.022,0.796,
Sensor_0x53,79438798,-0.322,-0.175,-0.025,
Sensor_0x1D,79439601,0.044,0.1,0.012,
Sensor_0x53,79439831,-0.008,0.295,0.131,
Sensor_0x1D,79440785,-0.191,0.179,0.012,
Sensor_0x53,79440861,-0.087,0.06,-0.104,
Sensor_0x53,79441897,0.227,-0.332,-0.182,
Sensor_0x1D,79441935,0.122,0.1,-0.38,
Sensor_0x53,79442927,-0.087,-0.097,-0.025,
Sensor_0x1D,79443073,0.122,0.022,0.012,
Sensor_0x53,79443961,-0.087,-0.097,-0.104,
Sensor_0x1D,79444214,0.044,0.022,0.09,
Sensor_0x53,79444994,-0.008,0.374,0.131,
Sensor_0x1D,79445375,0.122,-0.135,-0.067,
Sensor_0x53,79446027,-0.322,-0.175,0.053,
Sensor_0x1D,79446523,0.044,-0.213,-0.067,
Sensor_0x53,79447057,-0.008,0.139,0.21,
Sensor_0x1D,79447709,-0.191,0.257,0.012,
Sensor_0x53,79448094,-0.165,-0.097,-0.182,
Sensor_0x1D,79448866,-0.113,-0.213,-0.145,
Sensor_0x53,79449123,0.227,-0.018,-0.339,
Sensor_0x1D,79450044,-0.113,0.1,-0.067,
Sensor_0x53,79450156,-0.087,0.06,-0.025,
Sensor_0x53,79451192,-0.401,-0.332,-0.025,
Sensor_0x1D,79451234,-0.27,0.1,0.482,
Sensor_0x53,79452230,-0.087,0.374,0.21,
Sensor_0x1D,79452390,-0.191,0.1,-0.067,
Sensor_0x53,79453261,0.384,-0.489,-0.182,
Sensor_0x1D,79453535,0.122,0.1,-0.067,
Sensor_0x53,79454297,0.384,0.139,0.288,
Sensor_0x1D,79454683,0.044,0.022,-0.067,
Sensor_0x53,79455327,-0.008,-0.018,0.053,
Sensor_0x1D,79455846,0.201,-0.056,-0.067,
Sensor_0x53,79456361,0.07,0.139,0.053,
Sensor_0x1D,79457042,-0.427,0.179,0.561,
Sensor_0x53,79457394,-0.008,-0.018,-0.025,
Sensor_0x1D,79458227,0.044,0.1,-0.067,
Sensor_0x53,79458426,0.148,-0.411,-0.104,
Sensor_0x1D,79459413,-0.113,-0.135,0.012,
Sensor_0x53,79459468,-0.165,0.295,-0.025,
Sensor_0x53,79460541,0.07,-0.411,-0.104,
Sensor_0x1D,79460614,0.044,0.1,0.012,
Sensor_0x53,79461569,-0.087,0.139,0.053,
Sensor_0x1D,79461755,0.044,0.022,0.012,
Sensor_0x53,79462604,-0.008,0.139,0.288,
Sensor_0x1D,79462902,-0.113,0.1,0.169,
Sensor_0x53,79463633,0.07,0.374,0.21,
Sensor_0x1D,79464040,-0.191,0.1,0.169,
Sensor_0x53,79464664,-0.479,-0.254,-0.025,
Sensor_0x1D,79465210,0.122,0.022,-0.067,
Sensor_0x53,79465693,-0.087,0.295,0.21,
Sensor_0x1D,79466395,-0.113,0.1,-0.145,
Sensor_0x53,79466729,-0.165,-0.175,0.053,
Sensor_0x1D,79467619,0.044,0.022,-0.067,
Sensor_0x53,79467758,-0.008,-0.254,-0.025,
Sensor_0x1D,79468756,0.044,0.022,-0.067,
Sensor_0x53,79468792,-0.244,-0.254,0.131,
Sensor_0x53,79469861,0.07,-0.411,-0.104,
Sensor_0x1D,79469899,0.044,-0.135,-0.067,
Sensor_0x53,79470893,-0.008,0.139,0.053,
Sensor_0x1D,79471053,-0.113,0.022,0.404,
Sensor_0x53,79471923,0.305,0.295,-0.261,
Sensor_0x1D,79472205,0.515,-0.056,0.169,
Sensor_0x53,79472962,-0.008,0.374,0.21,
Sensor_0x1D,79473368,-0.113,-0.056,-0.067,
Sensor_0x53,79473994,-0.479,-0.018,-0.025,
Sensor_0x1D,79474530,-0.27,-0.056,-0.145,
Sensor_0x53,79475027,0.07,0.06,0.131,
Sensor_0x1D,79475706,0.122,-0.135,0.012,
Sensor_0x53,79476060,-0.165,0.06,0.131,
Sensor_0x1D,79476860,0.201,0.022,-0.145,
Sensor_0x53,79477093,0.148,-0.018,-0.182,
Sensor_0x1D,79478051,-0.191,0.1,0.012,
Sensor_0x53,79478122,-0.087,0.06,-0.025,
Sensor_0x53,79479158,-0.165,-0.254,-0.025,
Sensor_0x1D,79479247,0.358,-0.213,0.09,
Sensor_0x53,79480191,-0.008,0.217,0.367,
Sensor_0x1D,79480391,-0.035,-0.056,-0.067,
Sensor_0x53,79481228,-0.008,-0.332,-0.025,
Sensor_0x1D,79481551,-0.035,0.1,-0.067,
Sensor_0x53,79482259,0.227,0.217,0.445,
Sensor_0x1D,79482694,0.044,0.022,-0.067,
Sensor_0x53,79483293,-0.008,-0.018,0.524,
Sensor_0x1D,79483862,-0.191,0.1,0.012,
Sensor_0x53,79484322,0.148,0.139,-0.182,
Sensor_0x1D,79485035,-0.113,-0.056,0.169,
Sensor_0x53,79485359,-0.087,-0.018,-0.025,
Sensor_0x1D,79486211,-0.113,0.022,0.09,
Sensor_0x53,79486388,-0.244,-0.254,-0.104,
Sensor_0x1D,79487403,-0.191,0.1,0.169,
Sensor_0x53,79487421,-0.087,-0.097,0.288,
Sensor_0x53,79488498,-0.165,-0.175,0.131,
Sensor_0x1D,79488601,0.122,0.022,-0.067,
Sensor_0x53,79489534,-0.087,-0.018,0.367,
Sensor_0x1D,79489755,-0.113,0.022,-0.067,
Sensor_0x53,79490564,0.148,-0.018,-0.496,
Sensor_0x1D,79490904,0.122,-0.056,-0.145,
Sensor_0x53,79491600,0.07,0.217,0.131,
Sensor_0x1D,79492056,0.044,0.1,-0.067,
Sensor_0x53,79492627,0.07,-0.489,-0.182,
Sensor_0x1D,79493212,0.044,0.022,-0.067,
Sensor_0x53,79493658,-0.008,0.295,-0.025,
Sensor_0x1D,79494398,0.044,0.1,-0.067,
Sensor_0x53,79494690,-0.008,-0.018,-0.025,
Sensor_0x1D,79495595,-0.113,0.1,0.012,
Sensor_0x53,79495725,0.07,-0.254,-0.025,
Sensor_0x53,79496756,-0.008,-0.175,-0.104,
Sensor_0x1D,79496773,-0.035,0.022,-0.067,
Sensor_0x53,79497793,0.227,0.139,-0.182,
Sensor_0x1D,79497913,0.122,0.1,-0.067,
Sensor_0x53,79498825,0.07,0.374,0.445,
Sensor_0x1D,79499053,0.044,0.022,-0.067,
Sensor_0x53,79499858,0.07,-0.411,-0.104,
Sensor_0x1D,79500221,0.044,0.414,-0.067,
Sensor_0x53,79500891,-0.008,0.139,0.21,
Sensor_0x1D,79501364,-0.113,0.1,-0.067,
Sensor_0x53,79501925,-0.008,-0.097,-0.025,
Sensor_0x1D,79502525,0.044,-0.056,-0.145,
Sensor_0x53,79502953,-0.087,-0.097,-0.025,
Sensor_0x1D,79503700,0.122,-0.135,-0.067,
Sensor_0x53,79503996,-0.008,0.06,-0.025,
Sensor_0x1D,79504856,-0.191,-0.056,-0.067,
Sensor_0x53,79505027,-0.401,0.06,0.131,
Sensor_0x1D,79506047,-0.113,-0.056,-0.067,
Sensor_0x53,79506061,-0.087,-0.097,0.445,
Sensor_0x53,79507094,0.227,-0.489,-0.182,
Sensor_0x1D,79507245,-0.113,-0.056,0.247,
Sensor_0x53,79508128,0.227,0.295,0.21,
Sensor_0x1D,79508407,0.122,0.022,-0.459,
Sensor_0x53,79509157,-0.244,-0.097,-0.025,
Sensor_0x1D,79509576,-0.113,0.1,0.09,
Sensor_0x53,79510197,0.07,0.06,-0.025,
Sensor_0x1D,79510719,0.044,0.022,-0.067,
Sensor_0x53,79511231,-0.165,-0.018,-0.025,
Sensor_0x1D,79511883,0.279,0.022,-0.067,
Sensor_0x53,79512264,-0.087,-0.254,-0.104,
Sensor_0x1D,79513061,-0.035,0.1,-0.067,
Sensor_0x53,79513295,-0.087,-0.018,-0.104,
Sensor_0x1D,79514242,-0.191,0.414,-0.067,
Sensor_0x53,79514327,0.227,-0.646,-0.025,
Sensor_0x53,79515357,0.148,0.217,0.053,
Sensor_0x1D,79515438,-0.113,-0.213,-0.067,
Sensor_0x53,79516393,-0.401,-0.254,0.053,
Sensor_0x1D,79516629,-0.035,-0.213,-0.067,
Sensor_0x53,79517421,0.227,0.374,0.21,
Sensor_0x1D,79517770,-0.191,0.1,-0.067,
Sensor_0x53,79518461,-0.008,-0.097,-0.025,
Sensor_0x1D,79518909,-0.113,0.1,0.012,
Sensor_0x53,79519532,0.148,0.295,0.21,
Sensor_0x1D,79520047,0.122,0.1,0.169,
Sensor_0x53,79520566,-0.008,-0.097,-0.025,
Sensor_0x1D,79521220,-0.113,0.1,0.482,
Sensor_0x53,79521594,0.148,-0.332,0.367,
Sensor_0x1D,79522391,-0.27,0.1,-0.067,
Sensor_0x53,79522628,-0.008,-0.097,0.131,
Sensor_0x1D,79523601,0.044,0.179,-0.067,
Sensor_0x53,79523654,0.07,0.452,-0.182,
Sensor_0x53,79524688,-0.008,0.06,0.288,
Sensor_0x1D,79524785,0.044,-0.135,-0.067,
Sensor_0x53,79525756,0.227,0.139,-0.261,
Sensor_0x1D,79525935,-0.191,-0.37,-0.145,
Sensor_0x53,79526789,0.07,0.295,0.053,
Sensor_0x1D,79527073,-0.113,0.1,0.012,
Sensor_0x53,79527818,-0.244,0.06,-0.025,
Sensor_0x1D,79528214,0.044,0.022,0.012,
Sensor_0x53,79528854,0.07,0.139,-0.025,
Sensor_0x1D,79529375,0.044,0.022,0.169,
Sensor_0x53,79529884,-0.165,0.06,-0.025,
Sensor_0x1D,79530523,-0.113,-0.135,-0.067,
Sensor_0x53,79530918,0.07,-0.254,-0.025,
Sensor_0x1D,79531709,0.201,0.022,-0.067,
Sensor_0x53,79531950,-0.008,-0.018,0.131,
Sensor_0x1D,79532866,-0.113,0.179,0.012,
Sensor_0x53,79532987,-0.244,0.06,0.053,
Sensor_0x53,79534017,-0.008,0.374,0.21,
Sensor_0x1D,79534044,-0.113,0.022,-0.224,
Sensor_0x53,79535054,-0.479,-0.175,-0.025,
Sensor_0x1D,79535234,0.044,0.179,-0.067,
Sensor_0x53,79536083,-0.008,0.139,0.21,
Sensor_0x1D,79536390,0.122,-0.056,0.404,
Sensor_0x53,79537117,-0.087,-0.097,-0.104,
Sensor_0x1D,79537535,0.044,-0.135,-0.145,
Sensor_0x53,79538150,0.227,-0.018,-0.104,
Sensor_0x1D,79538683,0.044,0.022,-0.067,
Sensor_0x53,79539187,-0.087,-0.097,0.053,
Sensor_0x1D,79539846,0.436,-0.213,0.169,
Sensor_0x53,79540222,-0.087,-0.175,-0.025,
Sensor_0x1D,79541042,-0.113,0.1,0.169,
Sensor_0x53,79541257,-0.165,0.139,0.524,
Sensor_0x1D,79542227,-0.035,0.022,0.482,
Sensor_0x53,79542287,0.148,-0.489,-0.182,
Sensor_0x53,79543322,0.227,0.139,-0.025,
Sensor_0x1D,79543414,0.044,0.022,0.482,
Sensor_0x53,79544356,-0.401,-0.018,-0.025,
Sensor_0x1D,79544614,0.044,0.257,-0.067,
Sensor_0x53,79545389,0.148,0.295,-0.339,
Sensor_0x1D,79545755,0.122,-0.135,-0.067,
Sensor_0x53,79546417,-0.008,-0.097,-0.025,
Sensor_0x1D,79546902,-0.113,0.1,-0.224,
Sensor_0x53,79547460,0.07,-0.254,0.053,
Sensor_0x1D,79548040,-0.113,-0.056,-0.067,
Sensor_0x53,79548498,-0.165,0.06,-0.025,
Sensor_0x1D,79549210,-0.191,0.022,-0.067,
Sensor_0x53,79549533,-0.087,-0.175,-0.104,
Sensor_0x1D,79550390,0.122,-0.135,0.169,
Sensor_0x53,79550564,-0.008,0.374,0.21,
Sensor_0x53,79551597,0.227,0.295,0.288,
Sensor_0x1D,79551601,-0.113,0.1,-0.067,
Sensor_0x53,79552624,-0.008,0.217,0.21,
Sensor_0x1D,79552785,-0.113,0.022,-0.067,
Sensor_0x53,79553657,0.07,-0.097,-0.104,
Sensor_0x1D,79553935,-0.191,0.179,-0.067,
Sensor_0x53,79554687,0.07,-0.332,-0.182,
Sensor_0x1D,79555073,0.122,0.022,0.169,
Sensor_0x53,79555725,-0.087,0.06,0.21,
Sensor_0x1D,79556214,0.122,0.022,-0.38,
Sensor_0x53,79556794,0.148,-0.332,-0.339,
Sensor_0x1D,79557375,0.044,0.179,0.09,
Sensor_0x53,79557828,-0.008,0.06,-0.104,
Sensor_0x1D,79558523,0.044,0.1,0.012,
Sensor_0x53,79558858,-0.008,0.06,-0.025,
Sensor_0x1D,79559707,0.122,-0.056,-0.067,
Sensor_0x53,79559893,-0.008,0.374,0.21,
Sensor_0x1D,79560860,0.044,0.257,-0.067,
Sensor_0x53,79560922,-0.008,-0.254,-0.182,
Sensor_0x53,79561955,0.148,0.374,-0.182,
Sensor_0x1D,79562048,0.044,0.1,-0.067,
Sensor_0x53,79562992,-0.087,0.06,0.053,
Sensor_0x1D,79563238,0.044,0.1,0.012,
Sensor_0x53,79564028,0.227,0.295,-0.182,
Sensor_0x1D,79564400,-0.035,0.1,-0.224,
Sensor_0x53,79565057,-0.087,-0.097,0.053,
Sensor_0x1D,79565571,-0.191,0.1,0.012,
Sensor_0x53,79566093,-0.322,-0.097,-0.025,
Sensor_0x1D,79566704,0.122,-0.056,-0.067,
Sensor_0x53,79567123,0.07,-0.018,0.367,
Sensor_0x1D,79567857,0.044,-0.135,0.012,
Sensor_0x53,79568157,-0.322,-0.175,0.053,
Sensor_0x1D,79569047,-0.035,0.1,0.012,
Sensor_0x53,79569229,-0.008,0.374,0.524,
Sensor_0x1D,79570232,-0.113,0.1,-0.224,
Sensor_0x53,79570262,0.07,-0.332,-0.339,
Sensor_0x53,79571292,0.462,0.139,0.21,
Sensor_0x1D,79571423,0.201,-0.056,-0.067,
Sensor_0x53,79572328,-0.008,-0.332,-0.104,
Sensor_0x1D,79572611,-0.035,0.1,0.169,
Sensor_0x53,79573360,0.148,0.295,-0.261,
Sensor_0x1D,79573754,-0.113,0.1,-0.145,
Sensor_0x53,79574393,-0.165,-0.175,0.053,
Sensor_0x1D,79574909,0.122,-0.056,0.247,
Sensor_0x53,79575425,0.07,-0.254,-0.025,
Sensor_0x1D,79576053,0.044,0.022,0.482,
Sensor_0x53,79576472,0.07,0.06,-0.104,
Sensor_0x1D,79577210,-0.27,-0.135,0.169,
Sensor_0x53,79577509,-0.087,-0.254,0.131,
Sensor_0x1D,79578395,-0.191,-0.056,-0.145,
Sensor_0x53,79578547,-0.008,0.06,0.367,
Sensor_0x53,79579577,-0.008,-0.489,-0.025,
Sensor_0x1D,79579606,-0.113,-0.056,0.169,
Sensor_0x53,79580612,0.305,0.139,0.131,
Sensor_0x1D,79580790,-0.113,0.179,0.012,
Sensor_0x53,79581641,-0.558,-0.254,-0.025,
Sensor_0x1D,79581940,0.044,-0.056,0.482,
Sensor_0x53,79582672,-0.322,0.139,-0.104,
Sensor_0x1D,79583078,-0.113,0.022,0.169,
Sensor_0x53,79583703,0.07,0.139,0.131,
Sensor_0x1D,79584219,-0.035,0.1,-0.067,
Sensor_0x53,79584741,-0.479,-0.097,0.131,
Sensor_0x1D,79585379,0.044,0.1,-0.067,
Sensor_0x53,79585770,-0.087,0.139,0.524,
Sensor_0x1D,79586528,0.122,0.1,-0.067,
Sensor_0x53,79586803,-0.165,-0.254,-0.025,
Sensor_0x1D,79587714,-0.191,0.1,-0.067,
Sensor_0x53,79587835,0.305,0.217,0.21,
Sensor_0x1D,79588867,0.044,0.1,0.169,
Sensor_0x53,79588868,-0.087,-0.018,-0.104,
Sensor_0x53,79589897,0.227,0.06,-0.261,
Sensor_0x1D,79590044,-0.113,-0.056,-0.067,
Sensor_0x53,79590933,-0.087,-0.097,-0.025,
Sensor_0x1D,79591251,0.044,-0.056,-0.067,
Sensor_0x53,79591964,-0.479,-0.175,-0.261,
Sensor_0x1D,79592413,-0.113,0.1,0.404,
Sensor_0x53,79592999,-0.087,0.06,0.367,
Sensor_0x1D,79593592,0.044,0.022,0.169,
Sensor_0x53,79594032,0.305,-0.175,-0.182,
Sensor_0x1D,79594724,-0.191,0.1,0.012,
Sensor_0x53,79595066,0.227,0.06,-0.025,
Sensor_0x1D,79595879,-0.035,0.1,-0.067,
Sensor_0x53,79596095,-0.165,-0.018,-0.025,
Sensor_0x1D,79597056,-0.113,0.179,0.012,
Sensor_0x53,79597132,0.148,0.06,0.131,
Sensor_0x53,79598161,-0.008,0.06,0.131,
Sensor_0x1D,79598266,0.122,0.1,0.169,
Sensor_0x53,79599199,0.07,0.06,0.053,
Sensor_0x1D,79599457,-0.113,0.1,-0.067,
Sensor_0x53,79600267,-0.008,-0.018,0.053,
Sensor_0x1D,79600641,-0.191,0.179,0.09,
Sensor_0x53,79601300,-0.008,-0.175,-0.025,
Sensor_0x1D,79601782,-0.113,0.257,-0.067,
Sensor_0x53,79602329,-0.008,0.139,0.131,
Sensor_0x1D,79602921,-0.113,0.022,-0.067,
Sensor_0x53,79603366,0.541,-0.175,-0.575,
Sensor_0x1D,79604056,0.044,0.1,-0.067,
Sensor_0x53,79604396,-0.008,0.452,0.053,
Sensor_0x1D,79605229,-0.035,0.1,0.09,
Sensor_0x53,79605431,-0.479,-0.175,0.053,
Sensor_0x1D,79606400,-0.27,0.179,0.169,
Sensor_0x53,79606473,-0.008,0.06,0.288,
Sensor_0x53,79607510,-0.008,0.06,-0.025,
Sensor_0x1D,79607623,-0.035,0.022,-0.067,
Sensor_0x53,79608538,0.227,0.139,-0.182,
Sensor_0x1D,79608766,-0.27,-0.056,0.169,
Sensor_0x53,79609576,-0.087,-0.097,0.288,
Sensor_0x1D,79609908,-0.035,0.257,-0.067,
Sensor_0x53,79610604,-0.165,-0.175,-0.182,
Sensor_0x1D,79611071,0.122,-0.135,-0.067,
Sensor_0x53,79611636,-0.087,0.06,0.445,
Sensor_0x1D,79612240,0.122,-0.135,-0.067,
Sensor_0x53,79612665,-0.165,-0.489,-0.104,
Sensor_0x1D,79613383,-0.035,-0.449,-0.067,
Sensor_0x53,79613698,0.541,0.06,-0.182,
Sensor_0x1D,79614549,-0.035,0.1,0.169,
Sensor_0x53,79614728,-0.244,0.06,0.053,
Sensor_0x1D,79615725,0.201,0.414,-0.067,
Sensor_0x53,79615764,0.227,0.217,-0.339,
Sensor_0x53,79616792,0.305,0.06,0.053,
Sensor_0x1D,79616880,0.044,0.1,-0.067,
Sensor_0x53,79617826,-0.322,-0.175,-0.025,
Sensor_0x1D,79618060,-0.113,0.022,-0.067,
Sensor_0x53,79618857,-0.087,0.06,0.602,
Sensor_0x1D,79619266,-0.035,-0.056,-0.145,
Sensor_0x53,79619889,-0.008,-0.332,-0.104,
Sensor_0x1D,79620422,0.122,0.257,-0.067,
Sensor_0x53,79620919,0.384,0.217,0.21,
Sensor_0x1D,79621580,0.044,0.1,0.012,
Sensor_0x53,79621956,-0.244,-0.254,0.21,
Sensor_0x1D,79622722,0.279,0.1,-0.067,
Sensor_0x53,79622991,-0.008,0.139,-0.261,
Sensor_0x1D,79623869,-0.113,0.1,-0.067,
Sensor_0x53,79624026,-0.322,-0.018,0.053,
Sensor_0x1D,79625047,0.044,0.1,-0.145,
Sensor_0x53,79625094,0.07,0.217,-0.339,
Sensor_0x53,79626128,-0.087,0.06,0.053,
Sensor_0x1D,79626257,-0.113,0.022,-0.067,
Sensor_0x53,79627158,-0.008,-0.254,-0.104,
Sensor_0x1D,79627449,-0.113,0.022,0.169,
Sensor_0x53,79628201,-0.008,0.06,0.21,
Sensor_0x1D,79628632,-0.191,0.1,-0.302,
Sensor_0x53,79629234,0.462,0.295,-0.182,
Sensor_0x1D,79629773,-0.035,0.257,-0.302,
Sensor_0x53,79630268,-0.165,0.374,0.21,
Sensor_0x1D,79630912,-0.035,0.1,-0.067,
Sensor_0x53,79631301,-0.322,-0.097,0.053,
Sensor_0x1D,79632051,-0.113,0.1,0.09,
Sensor_0x53,79632333,-0.008,0.139,0.131,
Sensor_0x1D,79633224,0.044,0.022,-0.067,
Sensor_0x53,79633363,-0.087,0.06,0.131,
Sensor_0x1D,79634395,0.044,0.1,-0.067,
Sensor_0x53,79634399,0.07,-0.175,-0.025,
Sensor_0x53,79635429,-0.087,0.139,0.131,
Sensor_0x1D,79635618,0.044,0.1,0.09,
Sensor_0x53,79636470,-0.244,-0.097,-0.104,
Sensor_0x1D,79636760,-0.113,0.179,0.169,
Sensor_0x53,79637508,-0.165,0.06,0.524,
Sensor_0x1D,79637903,0.044,0.1,-0.067,
