sensor,time,acc_x,acc_y,acc_z,trial_status
Sensor_0x1D,79091860,0.044,0.1,-0.224,
Sensor_0x53,79092408,0.148,0.295,-0.182,
Sensor_0x1D,79093039,0.044,0.1,0.012,
Sensor_0x53,79093438,-0.244,-0.254,-0.025,
Sensor_0x1D,79094241,-0.113,0.1,-0.067,
Sensor_0x53,79094484,-0.008,-0.175,-0.025,
Sensor_0x1D,79095427,0.515,-0.292,-0.067,
Sensor_0x53,79095519,-0.087,-0.018,0.21,
Sensor_0x53,79096554,-0.008,-0.175,0.524,
Sensor_0x1D,79096625,0.122,0.1,0.169,
Sensor_0x53,79097589,-0.008,0.374,0.288,
Sensor_0x1D,79097760,-0.348,0.1,0.169,
Sensor_0x53,79098620,0.07,0.452,-0.339,
Sensor_0x1D,79098907,-0.113,0.022,-0.067,
Sensor_0x53,79099648,0.148,0.217,0.288,
Sensor_0x1D,79100042,0.044,0.022,-0.067,
Sensor_0x53,79100686,-0.008,-0.097,-0.104,
Sensor_0x1D,79101199,0.044,0.1,0.012,
Sensor_0x53,79101718,0.305,-0.175,-0.261,
Sensor_0x1D,79102387,0.122,0.022,-0.38,
Sensor_0x53,79102751,-0.165,0.06,-0.025,
Sensor_0x1D,79103580,0.122,-0.056,-0.067,
Sensor_0x53,79103784,-0.008,-0.097,-0.025,
Sensor_0x1D,79104767,0.044,0.179,-0.38,
Sensor_0x53,79104817,-0.087,0.06,0.21,
Sensor_0x53,79105846,-0.322,0.217,-0.104,
Sensor_0x1D,79105911,0.122,0.1,-0.145,
Sensor_0x53,79106883,0.305,0.139,0.053,
Sensor_0x1D,79107067,-0.191,0.1,0.326,
Sensor_0x53,79107914,-0.244,-0.175,-0.025,
Sensor_0x1D,79108208,-0.035,0.022,0.012,
Sensor_0x53,79108946,0.305,0.139,-0.339,
Sensor_0x1D,79109371,0.122,0.179,-0.302,
Sensor_0x53,79109980,-0.008,-0.018,-0.025,
Sensor_0x1D,79110536,-0.113,0.1,-0.067,
Sensor_0x53,79111015,-0.322,-0.254,-0.182,
Sensor_0x1D,79111705,0.044,0.1,0.482,
Sensor_0x53,79112045,-0.087,0.06,0.445,
Sensor_0x1D,79112856,-0.191,0.179,-0.067,
Sensor_0x53,79113080,0.227,-0.489,-0.182,
Sensor_0x1D,79114049,-0.035,0.1,0.247,
Sensor_0x53,79114109,0.462,0.139,0.21,
Sensor_0x53,79115143,-0.165,-0.097,-0.025,
Sensor_0x1D,79115247,-0.113,-0.056,-0.145,
Sensor_0x53,79116180,-0.008,0.295,-0.025,
Sensor_0x1D,79116409,0.122,0.257,-0.067,
Sensor_0x53,79117218,-0.087,0.139,0.053,
Sensor_0x1D,79117579,-0.191,0.1,0.482,
Sensor_0x53,79118251,0.07,-0.332,-0.182,
Sensor_0x1D,79118717,0.044,0.179,0.169,
Sensor_0x53,79119286,-0.322,-0.018,-0.025,
Sensor_0x1D,79119881,-0.035,0.257,-0.067,
Sensor_0x53,79120315,0.07,0.374,-0.496,
Sensor_0x1D,79121060,-0.191,0.1,0.012,
Sensor_0x53,79121348,0.07,0.374,0.288,
Sensor_0x1D,79122241,0.044,0.022,-0.067,
Sensor_0x53,79122379,-0.165,-0.254,0.053,
Sensor_0x53,79123412,-0.008,0.139,0.288,
Sensor_0x1D,79123436,-0.113,0.1,-0.067,
Sensor_0x53,79124446,-0.008,-0.175,0.053,
Sensor_0x1D,79124627,0.122,0.1,0.169,
Sensor_0x53,79125493,0.305,0.06,-0.339,
Sensor_0x1D,79125769,0.044,0.022,-0.067,
Sensor_0x53,79126524,-0.322,0.06,0.053,
Sensor_0x1D,79126908,0.044,0.1,0.169,
Sensor_0x53,79127557,-0.322,-0.097,-0.182,
Sensor_0x1D,79128043,-0.191,0.022,-0.067,
Sensor_0x53,79128589,-0.244,-0.097,0.524,
Sensor_0x1D,79129216,-0.191,0.1,-0.067,
Sensor_0x53,79129620,0.462,0.295,0.131,
Sensor_0x1D,79130390,0.044,0.022,0.169,
Sensor_0x53,79130647,0.305,0.295,0.131,
Sensor_0x1D,79131600,0.122,0.1,-0.067,
Sensor_0x53,79131680,-0.165,-0.097,-0.025,
Sensor_0x53,79132709,0.227,0.06,-0.418,
Sensor_0x1D,79132784,-0.113,0.179,-0.067,
Sensor_0x53,79133746,-0.087,-0.097,0.367,
Sensor_0x1D,79133934,0.044,0.1,-0.067,
Sensor_0x53,79134782,-0.322,-0.097,-0.025,
Sensor_0x1D,79135072,-0.191,0.1,-0.067,
Sensor_0x53,79135815,-0.165,-0.097,0.367,
Sensor_0x1D,79136213,0.044,0.1,0.012,
Sensor_0x53,79136845,0.227,-0.489,0.21,
Sensor_0x1D,79137374,-0.113,-0.056,0.247,
Sensor_0x53,79137881,-0.087,0.217,0.21,
Sensor_0x1D,79138522,0.044,0.1,0.482,
Sensor_0x53,79138911,-0.558,-0.175,-0.025,
Sensor_0x1D,79139706,0.044,0.022,-0.067,
Sensor_0x53,79139944,0.07,0.295,0.21,
Sensor_0x1D,79140860,0.279,-0.449,0.012,
Sensor_0x53,79140979,-0.165,-0.018,0.21,
Sensor_0x53,79142015,0.227,-0.411,-0.182,
Sensor_0x1D,79142053,-0.27,0.1,0.169,
Sensor_0x53,79143045,-0.244,-0.097,-0.025,
Sensor_0x1D,79143234,0.044,0.1,-0.067,
Sensor_0x53,79144080,-0.087,0.374,0.053,
Sensor_0x1D,79144389,-0.113,0.1,0.482,
Sensor_0x53,79145109,0.07,0.295,0.288,
Sensor_0x1D,79145526,-0.27,0.1,0.012,
Sensor_0x53,79146143,-0.322,-0.254,-0.104,
Sensor_0x1D,79146688,-0.113,0.1,-0.067,
Sensor_0x53,79147180,0.07,0.139,-0.025,
Sensor_0x1D,79147860,0.201,-0.213,-0.067,
Sensor_0x53,79148218,0.07,0.06,0.053,
Sensor_0x1D,79149037,-0.035,0.414,-0.067,
Sensor_0x53,79149251,0.148,-0.018,-0.261,
Sensor_0x1D,79150213,-0.035,0.022,-0.145,
Sensor_0x53,79150288,-0.087,-0.175,-0.025,
Sensor_0x53,79151319,-0.322,-0.018,-0.025,
Sensor_0x1D,79151404,0.044,0.022,0.012,
Sensor_0x53,79152352,0.07,0.139,0.367,
Sensor_0x1D,79152603,0.122,0.022,0.169,
Sensor_0x53,79153384,0.384,-0.175,-0.025,
Sensor_0x1D,79153757,0.044,0.022,-0.067,
Sensor_0x53,79154416,0.07,0.06,0.053,
Sensor_0x1D,79154906,-0.113,0.022,-0.067,
Sensor_0x53,79155451,-0.401,-0.332,-0.025,
Sensor_0x1D,79156057,-0.113,0.1,0.012,
Sensor_0x53,79156494,0.07,0.295,0.053,
Sensor_0x1D,79157214,-0.191,0.1,-0.067,
Sensor_0x53,79157524,-0.087,-0.254,-0.025,
Sensor_0x1D,79158400,0.044,-0.135,0.169,
Sensor_0x53,79158558,0.227,-0.489,-0.339,
Sensor_0x53,79159590,-0.322,-0.175,0.131,
Sensor_0x1D,79159597,0.122,0.022,-0.067,
Sensor_0x53,79160620,-0.008,0.374,0.524,
Sensor_0x1D,79160775,0.044,0.1,0.09,
Sensor_0x53,79161647,-0.087,0.374,0.21,
Sensor_0x1D,79161915,0.122,-0.213,-0.067,
Sensor_0x53,79162681,-0.322,-0.254,-0.025,
Sensor_0x1D,79163053,0.044,0.1,-0.145,
Sensor_0x53,79163711,0.305,0.06,0.131,
Sensor_0x1D,79164221,-0.191,0.1,-0.067,
Sensor_0x53,79164747,-0.165,-0.175,-0.025,
Sensor_0x1D,79165364,0.044,0.1,-0.067,
Sensor_0x53,79165780,0.07,-0.254,-0.025,
Sensor_0x1D,79166525,0.044,0.022,-0.067,
Sensor_0x53,79166811,-0.165,-0.097,0.131,
Sensor_0x1D,79167700,0.122,0.022,0.012,
Sensor_0x53,79167841,0.07,-0.018,-0.182,
Sensor_0x1D,79168856,-0.191,0.022,0.169,
Sensor_0x53,79168878,-0.087,0.374,0.288,
Sensor_0x53,79169907,-0.322,-0.254,-0.025,
Sensor_0x1D,79170047,0.044,0.022,0.012,
Sensor_0x53,79170941,-0.008,0.139,0.288,
Sensor_0x1D,79171243,-0.035,-0.056,0.012,
Sensor_0x53,79171973,-0.165,-0.097,0.131,
Sensor_0x1D,79172383,-0.191,-0.056,0.012,
Sensor_0x53,79173006,-0.008,0.139,-0.182,
Sensor_0x1D,79173536,0.044,0.1,-0.145,
Sensor_0x53,79174036,-0.008,0.06,-0.025,
Sensor_0x1D,79174679,0.044,0.1,-0.067,
Sensor_0x53,79175071,-0.087,-0.097,0.445,
Sensor_0x1D,79175854,-0.191,0.022,-0.067,
Sensor_0x53,79176101,-0.087,-0.097,0.21,
Sensor_0x1D,79177033,0.044,0.1,-0.067,
Sensor_0x53,79177133,-0.558,-0.332,-0.025,
Sensor_0x53,79178165,0.462,0.139,0.21,
Sensor_0x1D,79178235,-0.113,0.1,-0.067,
Sensor_0x53,79179203,-0.322,-0.097,-0.025,
Sensor_0x1D,79179421,-0.191,0.1,-0.067,
Sensor_0x53,79180237,0.148,-0.018,-0.182,
Sensor_0x1D,79180620,0.044,0.022,0.012,
Sensor_0x53,79181273,-0.165,0.06,-0.182,
Sensor_0x1D,79181755,-0.191,0.179,-0.067,
Sensor_0x53,79182302,-0.322,-0.175,-0.104,
Sensor_0x1D,79182902,0.122,0.179,-0.224,
Sensor_0x53,79183336,-0.008,0.06,0.21,
Sensor_0x1D,79184038,0.044,-0.135,0.169,
Sensor_0x53,79184404,-0.322,-0.175,-0.104,
Sensor_0x1D,79185195,-0.113,0.022,-0.067,
Sensor_0x53,79185437,-0.008,0.06,0.524,
Sensor_0x1D,79186386,0.044,-0.135,-0.145,
Sensor_0x53,79186476,0.384,-0.175,-0.339,
Sensor_0x53,79187517,-0.087,0.374,0.053,
Sensor_0x1D,79187578,0.044,0.022,-0.067,
Sensor_0x53,79188546,-0.322,-0.097,-0.025,
Sensor_0x1D,79188765,0.044,0.1,-0.067,
Sensor_0x53,79189580,0.148,0.295,0.21,
Sensor_0x1D,79189909,-0.191,0.179,-0.067,
Sensor_0x53,79190612,-0.165,-0.332,-0.025,
Sensor_0x1D,79191062,0.044,-0.135,-0.38,
Sensor_0x53,79191643,0.305,-0.411,0.053,
Sensor_0x1D,79192203,0.044,0.022,-0.145,
Sensor_0x53,79192670,-0.087,-0.018,0.131,
Sensor_0x1D,79193362,-0.191,0.022,-0.067,
Sensor_0x53,79193707,0.148,0.217,-0.496,
Sensor_0x1D,79194527,-0.035,0.1,0.012,
Sensor_0x53,79194737,-0.244,0.374,0.21,
Sensor_0x1D,79195695,0.122,0.022,0.012,
Sensor_0x53,79195771,-0.322,-0.018,-0.025,
Sensor_0x53,79196805,-0.008,0.295,0.21,
Sensor_0x1D,79196855,0.122,0.022,-0.145,
Sensor_0x53,79197836,-0.401,-0.175,0.21,
Sensor_0x1D,79198039,0.044,-0.213,-0.38,
Sensor_0x53,79198867,0.305,-0.332,-0.025,
Sensor_0x1D,79199219,0.044,0.1,-0.067,
Sensor_0x53,79199903,-0.087,0.06,-0.182,
Sensor_0x1D,79200375,-0.191,0.179,0.09,
Sensor_0x53,79200932,-0.165,0.139,-0.025,
Sensor_0x1D,79201516,-0.113,-0.056,-0.145,
Sensor_0x53,79201965,-0.008,0.06,0.21,
Sensor_0x1D,79202672,0.044,0.1,-0.067,
Sensor_0x53,79202999,-0.244,-0.411,-0.025,
Sensor_0x1D,79203826,0.044,0.179,-0.067,
Sensor_0x53,79204032,0.148,0.06,0.21,
Sensor_0x1D,79205005,0.122,-0.056,-0.067,
Sensor_0x53,79205062,-0.165,-0.097,0.131,
Sensor_0x53,79206099,0.07,0.139,0.053,
Sensor_0x1D,79206215,-0.191,0.022,-0.067,
Sensor_0x53,79207128,-0.087,-0.018,0.21,
Sensor_0x1D,79207406,0.044,0.1,-0.145,
Sensor_0x53,79208162,-0.401,0.06,-0.104,
Sensor_0x1D,79208597,-0.035,0.022,-0.067,
Sensor_0x53,79209200,-0.087,0.139,0.445,
Sensor_0x1D,79209744,-0.113,0.022,0.012,
Sensor_0x53,79210237,0.148,-0.332,-0.261,
Sensor_0x1D,79210888,-0.27,0.1,-0.067,
Sensor_0x53,79211266,-0.087,-0.097,0.131,
Sensor_0x1D,79212040,0.122,0.022,-0.145,
Sensor_0x53,79212302,-0.087,-0.097,0.445,
Sensor_0x1D,79213189,0.044,-0.056,-0.067,
Sensor_0x53,79213331,0.07,0.295,-0.496,
Sensor_0x53,79214364,-0.087,-0.018,-0.104,
Sensor_0x1D,79214385,0.044,-0.056,-0.067,
Sensor_0x53,79215397,-0.322,-0.175,-0.025,
Sensor_0x1D,79215583,-0.113,0.1,-0.067,
Sensor_0x53,79216430,-0.008,0.06,0.053,
Sensor_0x1D,79216774,-0.035,0.1,-0.067,
Sensor_0x53,79217506,0.227,-0.254,-0.025,
Sensor_0x1D,79217917,0.122,0.1,-0.145,
Sensor_0x53,79218543,-0.008,0.06,0.131,
Sensor_0x1D,79219073,0.044,0.022,0.012,
Sensor_0x53,79219572,0.07,0.295,-0.418,
Sensor_0x1D,79220225,-0.113,0.022,0.247,
Sensor_0x53,79220606,0.148,0.217,0.053,
Sensor_0x1D,79221381,0.044,-0.056,-0.067,
Sensor_0x53,79221635,0.305,-0.175,-0.339,
Sensor_0x1D,79222526,0.122,0.022,-0.067,
Sensor_0x53,79222665,0.07,0.139,0.131,
Sensor_0x53,79223695,-0.008,-0.097,0.053,
Sensor_0x1D,79223713,-0.035,0.1,0.012,
Sensor_0x53,79224733,0.148,-0.411,-0.182,
Sensor_0x1D,79224865,-0.191,0.1,0.012,
Sensor_0x53,79225763,-0.087,-0.175,-0.104,
Sensor_0x1D,79226065,0.122,0.1,-0.067,
Sensor_0x53,79226796,-0.165,-0.175,0.053,
Sensor_0x1D,79227245,-0.113,0.1,0.639,
Sensor_0x53,79227829,-0.087,0.531,0.367,
Sensor_0x1D,79228407,0.044,0.1,0.169,
Sensor_0x53,79228860,0.148,-0.332,0.367,
Sensor_0x1D,79229576,0.044,0.022,-0.067,
Sensor_0x53,79229890,-0.008,0.139,0.21,
Sensor_0x1D,79230719,0.044,0.022,-0.224,
Sensor_0x53,79230925,-0.087,-0.175,-0.025,
Sensor_0x1D,79231883,-0.191,-0.135,-0.067,
Sensor_0x53,79231954,0.148,-0.332,-0.182,
Sensor_0x53,79232994,-0.165,-0.175,0.053,
Sensor_0x1D,79233061,-0.113,0.1,0.012,
Sensor_0x53,79234027,-0.008,-0.175,-0.025,
Sensor_0x1D,79234242,-0.113,0.414,-0.067,
Sensor_0x53,79235060,0.07,0.139,0.21,
Sensor_0x1D,79235437,0.122,0.1,-0.616,
Sensor_0x53,79236091,0.07,-0.489,-0.104,
Sensor_0x1D,79236626,-0.113,-0.135,-0.145,
Sensor_0x53,79237126,0.227,0.139,0.131,
Sensor_0x1D,79237762,-0.035,0.1,-0.067,
Sensor_0x53,79238156,-0.322,-0.097,0.053,
Sensor_0x1D,79238909,-0.113,0.1,0.012,
Sensor_0x53,79239193,0.148,0.295,-0.182,
Sensor_0x1D,79240042,0.044,0.1,0.169,
Sensor_0x53,79240230,-0.008,-0.097,-0.025,
Sensor_0x1D,79241199,-0.035,0.179,0.012,
Sensor_0x53,79241263,-0.322,-0.097,-0.025,
Sensor_0x53,79242294,-0.008,-0.097,0.367,
Sensor_0x1D,79242387,-0.113,0.1,-0.067,
Sensor_0x53,79243329,0.305,-0.646,-0.182,
Sensor_0x1D,79243580,0.044,0.022,-0.067,
Sensor_0x53,79244359,0.227,0.06,0.053,
Sensor_0x1D,79244767,-0.035,-0.056,-0.067,
Sensor_0x53,79245391,-0.087,-0.018,-0.104,
Sensor_0x1D,79245911,0.436,-0.135,0.012,
Sensor_0x53,79246423,0.305,0.295,-0.104,
Sensor_0x1D,79247067,0.044,0.022,-0.067,
Sensor_0x53,79247468,-0.087,-0.018,-0.104,
Sensor_0x1D,79248208,0.044,0.022,-0.067,
Sensor_0x53,79248504,0.148,-0.175,-0.182,
Sensor_0x1D,79249369,-0.191,-0.056,0.169,
Sensor_0x53,79249541,-0.087,-0.097,0.131,
Sensor_0x1D,79250517,0.044,0.1,0.012,
Sensor_0x53,79250572,-0.087,-0.097,0.288,
Sensor_0x53,79251605,-0.087,-0.097,0.053,
Sensor_0x1D,79251703,-0.035,0.1,-0.145,
Sensor_0x53,79252634,0.384,-0.018,-0.653,
Sensor_0x1D,79252856,0.122,-0.135,-0.145,
Sensor_0x53,79253665,-0.008,0.139,0.053,
Sensor_0x1D,79254049,0.044,-0.135,-0.067,
Sensor_0x53,79254693,-0.008,-0.097,-0.025,
Sensor_0x1D,79255247,-0.035,0.336,0.169,
Sensor_0x53,79255732,-0.087,0.139,-0.182,
Sensor_0x1D,79256409,0.122,0.022,-0.145,
Sensor_0x53,79256762,-0.165,0.374,-0.104,
Sensor_0x1D,79257579,-0.191,-0.213,0.169,
Sensor_0x53,79257796,-0.322,0.06,-0.261,
Sensor_0x1D,79258717,0.044,0.022,0.169,
Sensor_0x53,79258827,-0.008,0.139,0.288,
Sensor_0x53,79259861,-0.322,-0.332,0.053,
Sensor_0x1D,79259881,0.044,-0.213,-0.067,
Sensor_0x53,79260891,0.384,0.139,0.21,
Sensor_0x1D,79261061,0.044,0.022,0.796,
Sensor_0x53,79261927,-0.322,-0.254,-0.025,
Sensor_0x1D,79262259,-0.191,0.257,0.169,
Sensor_0x53,79262957,0.227,0.217,-0.182,
Sensor_0x1D,79263455,-0.191,0.022,-0.067,
Sensor_0x53,79263994,0.07,0.06,0.053,
Sensor_0x1D,79264636,-0.113,0.257,-0.067,
Sensor_0x53,79265026,-0.244,-0.254,-0.025,
Sensor_0x1D,79265771,-0.113,0.1,-0.067,
Sensor_0x53,79266057,-0.008,0.06,0.445,
Sensor_0x1D,79266918,-0.035,0.179,0.012,
Sensor_0x53,79267087,0.384,-0.489,-0.182,
Sensor_0x1D,79268056,0.122,0.1,0.169,
Sensor_0x53,79268122,0.541,0.217,0.445,
Sensor_0x53,79269151,-0.008,0.06,0.131,
Sensor_0x1D,79269212,-0.427,-0.135,-0.067,
Sensor_0x53,79270190,0.148,0.139,0.21,
Sensor_0x1D,79270400,-0.191,0.1,0.012,
Sensor_0x53,79271228,-0.087,-0.175,-0.025,
Sensor_0x1D,79271624,-0.113,0.1,-0.067,
Sensor_0x53,79272262,0.07,-0.332,-0.339,
Sensor_0x1D,79272766,-0.113,0.179,-0.224,
Sensor_0x53,79273292,-0.165,0.06,0.21,
Sensor_0x1D,79273908,0.044,0.1,-0.145,
Sensor_0x53,79274329,-0.244,-0.175,0.21,
Sensor_0x1D,79275064,-0.113,0.022,-0.067,
Sensor_0x53,79275358,-0.008,0.374,0.288,
Sensor_0x1D,79276216,-0.035,0.179,-0.067,
Sensor_0x53,79276391,-0.322,-0.254,0.053,
Sensor_0x1D,79277377,0.122,0.022,0.012,
Sensor_0x53,79277423,0.305,0.139,0.053,
Sensor_0x53,79278469,-0.165,-0.175,-0.025,
Sensor_0x1D,79278522,-0.191,-0.056,-0.067,
Sensor_0x53,79279506,0.07,0.139,-0.182,
Sensor_0x1D,79279709,0.044,0.022,0.012,
Sensor_0x53,79280543,-0.087,-0.175,0.21,
Sensor_0x1D,79280861,0.044,0.022,-0.067,
Sensor_0x53,79281572,-0.322,-0.097,-0.025,
Sensor_0x1D,79282060,0.044,0.022,0.012,
Sensor_0x53,79282606,-0.008,-0.097,0.21,
Sensor_0x1D,79283241,0.044,0.1,-0.145,
Sensor_0x53,79283635,-0.008,0.374,0.288,
Sensor_0x1D,79284403,-0.191,0.179,0.09,
Sensor_0x53,79284666,0.462,0.139,0.524,
Sensor_0x1D,79285564,0.122,-0.056,-0.067,
Sensor_0x53,79285694,-0.008,-0.097,0.053,
Sensor_0x1D,79286707,-0.113,0.022,0.169,
Sensor_0x53,79286732,-0.008,-0.018,-0.025,
Sensor_0x53,79287763,-0.087,-0.097,0.288,
Sensor_0x1D,79287873,0.122,-0.056,0.169,
Sensor_0x53,79288796,0.148,-0.332,-0.339,
Sensor_0x1D,79289055,-0.191,0.022,-0.067,
Sensor_0x53,79289828,-0.008,0.06,0.053,
Sensor_0x1D,79290236,-0.035,0.179,-0.224,
Sensor_0x53,79290860,0.227,-0.646,-0.182,
Sensor_0x1D,79291432,-0.191,0.179,-0.067,
Sensor_0x53,79291891,-0.008,0.452,0.21,
Sensor_0x1D,79292622,-0.113,0.022,0.012,
Sensor_0x53,79292926,-0.479,-0.254,0.053,
Sensor_0x1D,79293757,-0.191,0.022,-0.616,
Sensor_0x53,79293955,0.07,0.295,0.131,
Sensor_0x1D,79294904,0.044,0.1,0.169,
Sensor_0x53,79294994,-0.087,-0.175,-0.104,
Sensor_0x1D,79296038,-0.113,0.1,-0.067,
Sensor_0x53,79296062,0.148,0.139,0.131,
Sensor_0x53,79297095,-0.165,-0.097,-0.025,
Sensor_0x1D,79297195,-0.113,-0.056,0.012,
Sensor_0x53,79298126,0.227,-0.175,-0.182,
Sensor_0x1D,79298386,0.044,0.179,-0.067,
Sensor_0x53,79299162,-0.008,-0.097,-0.025,
Sensor_0x1D,79299578,0.122,0.022,0.169,
Sensor_0x53,79300196,-0.165,-0.097,0.21,
Sensor_0x1D,79300765,0.044,0.022,-0.067,
Sensor_0x53,79301235,0.227,-0.097,0.367,
Sensor_0x1D,79301910,0.122,0.257,-0.067,
Sensor_0x53,79302268,-0.008,-0.489,-0.104,
Sensor_0x1D,79303062,-0.113,0.022,-0.067,
Sensor_0x53,79303302,0.305,0.374,-0.025,
Sensor_0x1D,79304203,0.044,0.022,-0.067,
Sensor_0x53,79304331,0.07,0.06,0.053,
Sensor_0x1D,79305362,-0.191,0.257,0.012,
Sensor_0x53,79305367,0.148,0.139,-0.182,
Sensor_0x53,79306398,-0.165,0.06,-0.025,
Sensor_0x1D,79306510,-0.035,0.257,-0.067,
Sensor_0x53,79307432,-0.165,-0.018,0.131,
Sensor_0x1D,79307694,0.201,0.257,-0.616,
Sensor_0x53,79308474,-0.008,0.06,0.053,
Sensor_0x1D,79308853,0.044,0.022,-0.537,
Sensor_0x53,79309512,0.384,-0.489,-0.496,
Sensor_0x1D,79310048,-0.035,0.1,-0.067,
Sensor_0x53,79310543,-0.008,0.531,0.131,
Sensor_0x1D,79311229,0.044,0.022,0.169,
Sensor_0x53,79311580,-0.322,-0.175,-0.025,
Sensor_0x1D,79312380,0.122,0.1,-0.067,
Sensor_0x53,79312609,-0.008,0.295,0.21,
Sensor_0x1D,79313522,-0.348,0.1,0.482,
Sensor_0x53,79313640,-0.322,-0.175,-0.025,
Sensor_0x53,79314670,0.07,-0.254,-0.182,
Sensor_0x1D,79314678,-0.035,-0.056,0.012,
Sensor_0x53,79315705,0.07,-0.018,-0.025,
Sensor_0x1D,79315833,-0.035,0.022,0.169,
Sensor_0x53,79316737,-0.087,-0.018,0.053,
Sensor_0x1D,79317009,-0.035,-0.056,-0.067,
Sensor_0x53,79317773,-0.165,0.374,0.288,
Sensor_0x1D,79318194,0.044,0.1,-0.067,
Sensor_0x53,79318803,-0.322,-0.018,-0.025,
Sensor_0x1D,79319379,-0.113,0.1,0.169,
Sensor_0x53,79319835,0.07,0.06,0.053,
Sensor_0x1D,79320590,0.044,0.1,-0.067,
Sensor_0x53,79320868,-0.322,0.06,-0.025,
Sensor_0x1D,79321727,-0.191,-0.135,0.012,
Sensor_0x53,79321901,0.07,-0.018,-0.025,
Sensor_0x1D,79322869,-0.113,-0.056,0.012,
Sensor_0x53,79322930,-0.087,-0.097,-0.025,
Sensor_0x53,79323967,-0.165,-0.018,-0.025,
Sensor_0x1D,79324005,-0.035,0.022,-0.067,
Sensor_0x53,79324999,-0.165,0.139,0.288,
Sensor_0x1D,79325178,0.044,-0.213,-0.067,
Sensor_0x53,79326034,-0.008,-0.332,-0.104,
Sensor_0x1D,79326361,-0.113,-0.527,-0.067,
Sensor_0x53,79327068,0.384,0.139,0.21,
Sensor_0x1D,79327576,-0.113,0.1,-0.067,
Sensor_0x53,79328101,-0.087,0.139,0.131,
Sensor_0x1D,79328758,0.201,0.022,0.012,
Sensor_0x53,79329131,0.227,-0.018,-0.339,
Sensor_0x1D,79329900,-0.035,0.022,0.247,
Sensor_0x53,79330167,-0.087,-0.175,0.053,
Sensor_0x1D,79331040,-0.035,-0.056,-0.067,
Sensor_0x53,79331201,-0.008,-0.254,-0.104,
Sensor_0x1D,79332205,0.122,0.022,-0.067,
Sensor_0x53,79332239,-0.165,0.374,0.053,
Sensor_0x53,79333270,0.227,0.139,-0.653,
Sensor_0x1D,79333350,-0.113,0.1,-0.067,
Sensor_0x53,79334304,-0.008,0.374,0.053,
Sensor_0x1D,79334515,-0.113,-0.056,0.169,
Sensor_0x53,79335333,-0.401,-0.097,0.21,
Sensor_0x1D,79335683,0.436,-0.056,-0.067,
Sensor_0x53,79336370,-0.008,0.374,0.445,
Sensor_0x1D,79336844,-0.113,0.1,0.012,
Sensor_0x53,79337399,-0.244,0.06,-0.025,
Sensor_0x1D,79338025,0.044,0.022,-0.145,
Sensor_0x53,79338433,-0.008,0.139,0.21,
Sensor_0x1D,79339224,0.044,0.022,-0.067,
Sensor_0x53,79339507,-0.165,0.06,-0.104,
Sensor_0x1D,79340376,-0.113,0.022,-0.616,
Sensor_0x53,79340541,0.227,-0.332,-0.104,
Sensor_0x1D,79341528,-0.113,0.1,0.012,
Sensor_0x53,79341572,-0.087,-0.097,0.053,
Sensor_0x53,79342609,0.305,-0.097,0.053,
Sensor_0x1D,79342681,0.044,0.1,-0.38,
Sensor_0x53,79343635,-0.165,0.531,0.288,
Sensor_0x1D,79343843,0.044,0.1,-0.145,
Sensor_0x53,79344666,-0.558,-0.018,-0.104,
Sensor_0x1D,79345034,-0.113,0.022,-0.067,
Sensor_0x53,79345700,-0.165,0.139,-0.025,
Sensor_0x1D,79346227,-0.191,0.022,0.012,
Sensor_0x53,79346736,-0.087,-0.175,0.053,
Sensor_0x1D,79347418,-0.113,0.022,-0.145,
Sensor_0x53,79347764,-0.008,-0.175,-0.025,
Sensor_0x1D,79348610,-0.035,0.1,0.09,
Sensor_0x53,79348801,-0.322,-0.097,0.053,
Sensor_0x1D,79349752,-0.035,0.179,0.561,
Sensor_0x53,79349830,-0.165,-0.097,-0.104,
Sensor_0x53,79350863,-0.008,-0.018,0.288,
Sensor_0x1D,79350894,0.044,0.1,-0.067,
Sensor_0x53,79351895,-0.008,-0.568,-0.025,
Sensor_0x1D,79352039,0.044,-0.135,-0.067,
Sensor_0x53,79352927,0.07,0.139,0.053,
Sensor_0x1D,79353209,-0.113,0.414,0.012,
Sensor_0x53,79353958,-0.008,0.06,-0.025,
Sensor_0x1D,79354393,0.044,0.1,-0.067,
Sensor_0x53,79354998,0.07,0.139,-0.261,
Sensor_0x1D,79355604,0.044,0.022,0.012,
Sensor_0x53,79356026,-0.165,0.139,-0.025,
Sensor_0x1D,79356788,-0.113,0.1,0.247,
Sensor_0x53,79357060,-0.322,0.06,0.053,
Sensor_0x1D,79357938,0.122,0.1,0.09,
Sensor_0x53,79358093,-0.008,-0.175,0.524,
Sensor_0x1D,79359076,0.044,0.1,-0.067,
Sensor_0x53,79359126,-0.008,-0.332,0.053,
Sensor_0x53,79360156,0.541,0.139,0.21,
Sensor_0x1D,79360217,-0.113,0.1,-0.067,
Sensor_0x53,79361197,-0.087,-0.097,-0.025,
Sensor_0x1D,79361378,-0.113,-0.213,0.169,
Sensor_0x53,79362230,-0.008,-0.018,-0.025,
Sensor_0x1D,79362526,0.044,-0.135,0.169,
Sensor_0x53,79363264,0.07,-0.097,0.288,
Sensor_0x1D,79363712,0.044,0.257,0.169,
Sensor_0x53,79364296,0.07,-0.254,-0.025,
Sensor_0x1D,79364866,0.044,0.257,-0.145,
